,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
294,PM-Peak,3,Peak,PM,3,NB,3NB,3.7,70,9200.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.28125,0.28125,3.632,0.592,9021.1,553.2,9574.300000000001,9574.300000000001,10680.7,1.1,1.1609456521739132,10680.7,0.0,1.0,1082.532,6985.93984,486.81600000000003,8425.384000000002,2.760452059542183,8.28135707078847,0.13392538640471038,0.13269905040027125,77.43412678737576,232.30240538838305,39.639962494538345,65.09667329920494,2.836590639915923,3.410312520574095,5.600408931531847,-2.190096410957752,1.7002862520722932,935.5946924720606,7002.973307527939,64.60002091965845,488.5999790803416,1000.194713391719,7491.573286608281,22474.719859824843,1129.394755231036,8468.773244768963,10.213672620306077,30.64102116191734,3.117033207639371,11535.268502265128,34605.80550679538,2806.784077416182,193.80006275897534,4083.116140175157,28722.9
295,PM-Late,3,OP,NT,3,NB,3NB,3.7,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,4864.4,359.3,5223.7,5223.7,5942.299999999999,1.1,0.7427874999999999,5942.299999999999,0.0,1.0,583.728,3766.9913599999995,316.184,4596.856,1.2816946906978455,3.840486549580786,0.11196463173230985,0.1120068811167398,95.84325339813041,287.1859641886879,64.212408076838,69.91792108168298,2.0412342336680935,3.175151614428641,3.457275729861273,-0.28212411543263194,0.2000930109028911,421.76980036119295,3858.9021996388065,35.41478369901526,323.8852163009848,457.1845840602082,4182.787415939792,12548.362247819376,528.0141514582388,4830.557848541761,4.742270355582028,14.20980023344891,1.4799057926741244,2503.383422806445,7510.150268419336,1265.309401083579,106.24435109704578,1955.2817521806246,15671.099999999999
296,Night,8,OP,NT,3,SB,3SB,3.7,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,2514.8,398.7,2913.5,2913.5,3710.9,1.1,0.4638625,3710.9,0.0,1.0,301.776,1947.4611200000004,350.856,2563.88,0.683042307698565,2.048724497667071,0.1153020703484047,0.11530846750729622,93.39150675987811,280.11949716215827,69.63493925772468,69.99686785707254,1.3519823592203193,3.1715704830293907,3.1880547662770207,-0.01648428324762996,0.011638336393914699,224.54629905902306,1988.477700940977,40.45666767573992,358.24333232426005,265.002966734763,2346.721033265237,18773.768266121897,345.9163020862428,3063.2076979137573,2.5272565384846906,7.580280641368163,0.8915341264544369,874.1589972861312,6993.27197828905,1796.3703924721844,323.6533414059194,2421.799733878104,23308.0
297,AM-Early,1,OP,AM,3,SB,3SB,3.7,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.479,0.715,6826.0,541.8,7367.8,7367.8,8451.4,1.1,0.9603863636363636,8451.4,0.0,1.0,819.12,5286.0544,476.78399999999993,6483.664,2.20265626828816,6.5880725541821725,0.10462346734729323,0.10473179471519098,85.1662499276665,254.72945632462898,48.62859473811226,69.46980337770786,2.5351187362163907,3.1956330550265744,4.565215203021471,-1.3695821479948966,0.9756506421150296,553.0453399144158,5453.834660085585,49.93444401148761,491.86555598851237,602.9797839259033,5945.700216074098,5945.700216074098,702.8486719488785,6929.431328051121,8.149828192666192,24.37586845047404,2.56582486835179,5724.419941428746,5724.419941428746,553.0453399144158,49.93444401148761,1422.0997839259035,7367.8
298,AM-Peak,2,Peak,AM,3,SB,3SB,3.7,70,9600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2727272727272727,0.2727272727272727,3.479,0.715,7842.7,630.9,8473.6,8473.6,9735.4,1.1,1.0141041666666666,9735.4,0.0,1.0,941.1239999999999,6073.38688,555.192,7456.768,2.7057702686012064,8.12788364142921,0.12115300811250716,0.11983291824502214,82.32350073086315,247.2921824370104,45.04958341160227,68.1319298505243,3.303051415080953,3.2583841450997975,4.927903505159276,-1.6695193600594784,1.229532453611493,735.8090899430346,6165.766910056966,66.53027754629034,564.3697224537096,802.3393674893249,6730.136632510676,13460.273265021351,935.3999225819056,7858.876077418095,10.011349993824464,30.073169473288083,3.1553739178780806,9367.218639811666,18734.437279623333,1471.6181798860691,133.06055509258067,2545.80273497865,16947.2
299,AM-Shoulder,1,OP,AM,3,SB,3SB,3.7,70,9600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2727272727272727,0.2727272727272727,3.479,0.715,6908.6,997.8,7906.400000000001,7906.400000000001,9902.0,1.1,1.0314583333333334,9902.0,0.0,1.0,829.032,5350.01984,878.064,6957.6320000000005,2.0148378456429814,6.066036671450201,0.13853175402873083,0.13698787743594437,77.51921609362495,233.38573304192565,45.05764602280312,67.80656825523884,2.022671294591194,3.274019106295767,4.927021706541184,-1.6530026002454168,1.2289151945788286,741.1476325237098,5338.42036747629,120.28412361291505,877.5158763870849,861.4317561366249,6215.936243863375,6215.936243863375,1102.0000033624551,7970.967996637544,7.454900028879032,22.444335684365743,2.580518059859052,8224.87875497264,8224.87875497264,741.1476325237098,120.28412361291505,1690.4637561366249,7906.400000000001
300,MD,5,OP,MD,3,SB,3SB,3.7,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.482,0.708,9218.7,834.0,10052.7,10052.7,11720.7,1.1,1.3318977272727273,11720.7,0.0,1.0,1106.2440000000001,7138.96128,733.92,8846.376,4.036228999754166,12.108687607851328,0.07521009242989822,0.07256263299322399,93.30728803647386,279.9218781784383,35.0,68.62510143656115,2.8347787319436537,3.2349678958977224,6.3428571428571425,-3.10788924695942,2.22,536.9219377222645,7575.534062277735,53.25516760638695,780.744832393613,590.1771053286515,8356.278894671348,41781.39447335674,696.6874405414253,9917.768559458575,14.934047299090414,44.802144149049916,4.764654640614018,10404.363309646738,52021.81654823369,2684.6096886113223,266.27583803193477,4057.129526643257,50263.5
301,PM-Shoulder,1,OP,PM,3,SB,3SB,3.7,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.632,0.592,10553.3,631.6,11184.9,11184.9,12448.099999999999,1.1,1.414556818181818,12448.099999999999,0.0,1.0,1266.396,8172.475519999999,555.808,9842.712,3.9935049795063455,11.980514969767631,0.06740067932115755,0.06415258066834274,95.02080766776956,285.0624237468327,35.0,68.0047200989956,2.6322471080367946,3.264479284332483,6.3428571428571425,-3.0783778585246595,2.22,550.8304017835302,8736.073598216468,35.656517556110245,595.9434824438898,586.4869193396404,9332.017080660358,9332.017080660358,657.7999544518609,10523.904045548137,14.77596842417348,44.32790538814024,4.479089487101571,9719.63136052605,9719.63136052605,550.8304017835302,35.656517556110245,1852.8829193396405,11184.9
302,PM-Peak,3,Peak,PM,3,SB,3SB,3.7,70,7200.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3333333333333333,0.3333333333333333,3.632,0.592,9516.8,593.6,10110.4,10110.4,11297.599999999999,1.1,1.569111111111111,11297.599999999999,0.0,1.0,1142.0159999999998,7369.80992,522.368,8897.152,5.149999989543394,15.449999827705264,0.2639249683756731,0.26207715774876206,70.14958540875128,210.44875430667622,17.230130731270947,30.376583472339316,1.4780956643316359,7.308260989987616,12.884406013071766,-5.57614502308415,6.799084209150236,1945.0768500707218,6429.707149929278,136.90072073890536,456.69927926109466,2081.977570809627,6886.406429190372,20659.21928757112,2355.779012287438,7799.804987712561,19.05499996131056,57.164999362509484,5.827277891680748,44889.368916610285,134668.10674983085,5835.230550212165,410.7021622167161,7387.948712428881,30331.199999999997
303,PM-Late,3,OP,NT,3,SB,3SB,3.7,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,7300.2,539.4,7839.599999999999,7839.599999999999,8918.4,1.1,1.1148,8918.4,0.0,1.0,876.024,5653.27488,474.67199999999997,6898.848,4.460552687306713,13.294433386501941,0.11003251843358425,0.11028523317203551,97.03581886821839,289.2099523270339,34.28742269936616,69.11897502574143,3.099083014676859,3.2118531838373223,6.4746773750394455,-3.262824191202123,2.312274162527612,622.0440724437187,5802.131927556281,52.34931220023643,487.0506877997635,674.3933846439552,6289.182615356044,18867.547846068133,779.0920090444281,7263.283990955571,16.504044943034838,49.189403530057184,5.14627646395076,12841.274770497928,38523.82431149379,1866.1322173311562,157.0479366007093,2899.2041539318657,23518.8
304,Night,8,OP,NT,4,NB,4NB,3.3,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,2552.6,442.3,2994.9,2994.9,3879.5,1.1,0.4849375,3879.5,0.0,1.0,306.31199999999995,1976.73344,389.224,2635.512,0.7215150538602878,2.1642035851111103,0.11565473224724314,0.11565763400301202,93.10772202878036,279.2790874398496,69.52514454116466,69.99617926140282,1.2715107883829229,2.8287258260277763,2.8478905194187343,-0.019164693390957943,0.01352336359311388,228.61857672737185,2017.6694232726281,45.016726937188345,397.28327306281165,273.6353036645602,2414.9526963354397,19319.621570683517,363.6687575389369,3209.519242461063,2.3809996777389495,7.1418718308666636,0.958856927503703,865.8444515435316,6926.755612348253,1828.9486138189748,360.13381549750676,2495.3944293164814,23959.2
305,AM-Early,1,OP,AM,4,NB,4NB,3.3,70,10800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.25,0.25,3.479,0.715,11173.0,886.9,12059.9,12059.9,13833.7,1.1,1.2808981481481483,13833.7,0.0,1.0,1340.76,8652.3712,780.472,10612.712,2.5749877126835936,7.724843463378711,0.24999999384347582,0.24999999517802401,-43.56338421978031,-130.68812801522515,54.15218240453738,16.423412540930023,-2.127899539104522,12.055959716444391,3.656362333116416,8.399597383327976,0.579453633181491,2163.0927467314673,7669.147253268533,195.11799623658274,691.7820037634173,2358.21074296805,8360.92925703195,8360.92925703195,2748.4467354412154,9744.493264558785,8.497459451855859,25.491983429149744,3.0010859899386593,23354.737632746026,23354.737632746026,2163.0927467314673,195.11799623658274,3698.97074296805,12059.9
306,AM-Peak,2,Peak,AM,4,NB,4NB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.479,0.715,10264.1,827.7,11091.800000000001,11091.800000000001,12747.2,1.1,1.4485454545454546,12747.2,0.0,1.0,1231.692,7948.519039999999,728.3760000000001,9760.784000000001,5.149999097097231,15.449856724224915,0.2903225686397141,0.29032256571582216,-110.39078775245531,-331.1693501870836,35.0,14.718081217268885,-2.0359071767360937,13.452840562374696,5.6571428571428575,7.795697705231839,1.9799999999999998,2307.6344645744744,6724.7735354255265,211.4639891258277,616.2360108741723,2519.098453700302,7341.009546299699,14682.019092599397,2942.0264319519574,8573.481568048042,16.99499702042086,50.98452718994222,6.014613569811138,49999.63235294309,99999.26470588618,4615.268929148949,422.9279782516554,6269.888907400604,22183.600000000002
307,AM-Shoulder,1,OP,AM,4,NB,4NB,3.3,70,9600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2727272727272727,0.2727272727272727,3.479,0.715,9035.4,1305.2,10340.6,10340.6,12951.0,1.1,1.3490625,12951.0,0.0,1.0,1084.2479999999998,6997.01376,1148.576,9099.728000000001,2.5749980055660617,7.724897925938329,0.2727272663188683,0.27272726814376924,-78.61637271089208,-235.84618441895114,43.93418874650687,20.030410789142547,-1.308982302103367,9.884969513821733,4.506740778632055,5.378228735189679,1.174718545042438,1908.276435160306,6042.875564839695,313.2479947354979,991.9520052645021,2221.5244298958037,7034.827570104197,7034.827570104197,2848.0204193667996,9018.7315806332,8.497493418368004,25.492163155596483,3.3011641469038717,24200.935438162196,24200.935438162196,1908.276435160306,313.2479947354979,3305.7724298958037,10340.6
308,MD,5,OP,MD,4,NB,4NB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.482,0.708,9254.6,853.4,10108.0,10108.0,11814.8,1.1,1.342590909090909,11814.8,0.0,1.0,1110.552,7166.762240000001,750.992,8895.04,4.17777161558253,12.533314882809771,0.07007217613129185,0.06759636102981921,95.66186207502649,286.9855870508248,35.0,68.79918332711048,2.590842987384354,2.877941138611999,5.6571428571428575,-2.7792017185308584,1.9799999999999998,502.1906259723718,7641.85737402763,50.76432636250598,802.6356736374939,552.9549523348778,8444.493047665124,42222.46523832562,654.4836050598897,10049.764394940112,13.786646331422347,41.35993911327224,4.944856752558901,9023.13399871622,45115.6699935811,2510.953129861859,253.82163181252992,3875.3267616743888,50540.0
309,PM-Shoulder,1,OP,PM,4,NB,4NB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.632,0.592,10247.9,613.4,10861.3,10861.3,12088.099999999999,1.1,1.3736477272727272,12088.099999999999,0.0,1.0,1229.7479999999998,7935.97376,539.792,9557.944,4.199999915306252,12.599999759424689,0.06192393428430707,0.058822640308908485,97.25402338279305,291.7620704611187,35.0,68.59336132081694,2.517616311779402,2.886576720944426,5.6571428571428575,-2.7705661361984313,1.9799999999999998,491.4267175962253,8526.725282403775,31.75199065762633,581.6480093423736,523.1787082538516,9108.37329174615,9108.37329174615,586.6826895691042,10271.669310430896,13.859999720510631,41.57999920610147,4.709800318814068,8131.421914871383,8131.421914871383,491.4267175962253,31.75199065762633,1752.9267082538513,10861.3
310,PM-Peak,3,Peak,PM,4,NB,4NB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.632,0.592,9290.5,814.9,10105.4,10105.4,11735.2,1.1,1.3335454545454546,11735.2,0.0,1.0,1114.86,7194.5632000000005,717.112,8892.752,4.19999650189358,12.599989617696291,0.09263305809438464,0.09065313509172371,85.99488334535441,257.98465232958046,35.0,67.5772663986769,3.5126210897376886,2.929979422841476,5.6571428571428575,-2.7271634343013815,1.9799999999999998,666.454390869322,7509.185609130679,65.00845101189617,749.8915489881038,731.4628418812181,8259.077158118784,24777.23147435635,861.4797439050105,9758.860256094991,13.859988456248812,41.57996573839776,4.9465423408654,11940.099329846089,35820.29798953827,1999.363172607966,195.0253530356885,3309.248525643654,30316.199999999997
311,PM-Late,3,OP,NT,4,NB,4NB,3.3,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,5008.1,370.0,5378.1,5378.1,6118.1,1.1,0.7647625,6118.1,0.0,1.0,600.972,3878.2726400000006,325.6,4732.728,1.3599922554092059,4.07522858200385,0.11189968468027138,0.11194048706581153,95.86026502239743,287.2461150745267,63.21094849036559,69.90243532603506,1.875204368544253,2.832519340370609,3.132368754602354,-0.29984941423174494,0.21265812822164767,433.9774855201237,3973.1505144798766,36.447822588628235,333.55217741137176,470.42530810875195,4306.702691891249,12920.108075673746,543.3209532860084,4973.807046713991,4.487974442850379,13.448254320612703,1.5703645508874964,2437.8394513912303,7313.5183541736915,1301.932456560371,109.3434677658847,2012.2479243262558,16134.300000000001
312,Night,8,OP,NT,4,SB,4SB,3.3,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,2430.4,385.5,2815.9,2815.9,3586.9,1.1,0.4483625,3586.9,0.0,1.0,291.648,1882.10176,339.24,2477.992,0.6579691075273063,1.9736171372605107,0.11532529743727661,0.11532623560688748,93.37712450774337,280.0901912388684,69.70203263899322,69.99744506903495,1.1654500891479642,2.8286746724072938,2.840663213159058,-0.011988540751764365,0.008464249211340497,217.0539452792218,1921.6980547207781,39.12327216728051,346.3767278327195,256.1772174465023,2268.0747825534977,18144.59826042798,334.4237617810634,2960.8282382189363,2.171298054840111,6.512936552959685,0.8588942969592961,726.0961985498177,5808.769588398542,1736.4315622337745,312.9861773382441,2341.0657395720186,22527.2
313,AM-Early,1,OP,AM,4,SB,4SB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.479,0.715,6599.6,523.8,7123.400000000001,7123.400000000001,8171.0,1.1,0.9285227272727272,8171.0,0.0,1.0,791.952,5110.73024,460.94399999999996,6268.592000000001,1.9712489802501714,5.90002039601056,0.1045342101635825,0.10461823443785757,85.13772462275568,254.82032801378554,51.503340312232986,69.56748480840294,2.1874178994986195,2.8461572320073865,3.844410844027749,-0.9982536120203624,0.7110875908194242,534.2461489975364,5273.401851002463,48.223147454723815,475.57685254527615,582.4692964522602,5748.978703547739,5748.978703547739,678.9155913617078,6700.132408638292,6.505121634825565,19.470067306834846,2.2965154354128345,4414.24410885701,4414.24410885701,534.2461489975364,48.223147454723815,1374.4212964522603,7123.400000000001
314,AM-Peak,2,Peak,AM,4,SB,4SB,3.3,70,9600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2727272727272727,0.2727272727272727,3.479,0.715,7584.0,610.0,8194.0,8194.0,9414.0,1.1,0.980625,9414.0,0.0,1.0,910.0799999999999,5873.0496,536.8,7210.72,3.067229966919936,9.162095157552951,0.09818020658086914,0.09833297353758476,87.60131080905703,261.6730907741236,46.143948174566965,69.16665459542456,3.4408616132400094,2.8626511020109087,4.290920214519726,-1.4282691125088176,1.023644150163808,576.6172229876909,6097.302777012309,52.7851401949755,557.2148598050245,629.4023631826664,6654.517636817333,13309.035273634667,734.9726435726174,7768.947356427383,10.121858890835789,30.234914019924737,3.578378847788802,7432.392340431759,14864.784680863519,1153.2344459753817,105.570280389951,2168.8847263653324,16388.0
315,AM-Shoulder,1,OP,AM,4,SB,4SB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.479,0.715,6678.7,964.8,7643.5,7643.5,9573.099999999999,1.1,1.0878522727272726,9573.099999999999,0.0,1.0,801.444,5171.98528,849.024,6726.28,3.550122158114173,10.618703040868914,0.10605404985269248,0.1061655607717237,83.95211887667502,251.1075901897086,36.44832033797787,69.24518242087869,2.7213913354108823,2.859404699037942,5.432349094937331,-2.5729443958993894,1.8226443664561318,548.5099847225117,5328.7460152774875,90.13710906865195,874.662890931348,638.6470937911637,6203.408906208835,6203.408906208835,818.9213119284675,7952.734688071531,11.71540312177677,35.04172003486741,4.547764599743753,9584.574928079852,9584.574928079852,548.5099847225117,90.13710906865195,1440.0910937911635,7643.5
316,MD,5,OP,MD,4,SB,4SB,3.3,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.482,0.708,8913.3,806.4,9719.699999999999,9719.699999999999,11332.5,1.1,1.4165625,11332.5,0.0,1.0,1069.5959999999998,6902.459519999999,709.632,8553.336,4.200000983653299,12.600009360606869,0.1534658519808847,0.15141759422749726,69.8324530733683,209.49746579183497,25.256525113464928,61.37616024060729,2.000989426001259,3.226008261575812,7.83955825714286,-4.613549995567048,3.507690780000002,1059.2918310003683,6784.412168999632,107.45077022684733,698.9492297731526,1166.7426012272156,7483.361398772784,37416.806993863924,1381.6441416809103,8881.25985831909,13.860003246055888,41.58003089000267,4.9735969499497745,19149.594561372483,95747.97280686241,5296.459155001841,537.2538511342366,6903.309006136077,48598.49999999999
317,PM-Shoulder,1,OP,PM,4,SB,4SB,3.3,70,6400.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.36,0.36,3.632,0.592,10203.0,610.7,10813.7,10813.7,12035.1,1.1,1.880484375,12035.1,0.0,1.0,1224.36,7901.2032,537.416,9516.056,5.14999990204048,15.44999869752669,0.35289122240806725,0.3524987031575478,284.78075331303984,854.342204166619,12.170167194185582,8.917321510020104,-0.43026723284031576,22.203976808228106,16.269291690141813,5.934685118086293,9.408504183099268,2788.2652557425326,6190.374744257468,189.4384430561167,421.2615569438833,2977.7036987986494,6611.636301201351,6611.636301201351,3356.580584910883,7454.159415089118,16.99499967673358,50.98499570183807,5.805275219085625,57045.08532497083,57045.08532497083,2788.2652557425326,189.4384430561167,4202.063698798649,10813.7
318,PM-Peak,3,Peak,PM,4,SB,4SB,3.3,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.632,0.592,9200.7,573.9,9774.6,9774.6,10922.400000000001,1.1,1.3653000000000002,10922.400000000001,0.0,1.0,1104.084,7125.022080000001,505.032,8601.648000000001,4.200000030206682,12.600003572075488,0.18417883007626107,0.18240994387846055,68.73382536457254,206.20153306841965,25.256525113464928,55.66017469717934,2.494071619445963,3.5573010878464584,7.83955825714286,-4.282257169296402,3.507690780000002,1312.2782309619283,6784.337769038072,92.12285877682669,481.7771412231733,1404.401089738755,7266.114910261245,21798.344730783734,1588.6468072924085,8229.669192707592,13.860000099682049,41.58001178784911,4.751005256325077,22018.64596581372,66055.93789744117,3936.834692885785,276.3685763304801,5317.287269216265,29323.800000000003
319,PM-Late,3,OP,NT,4,SB,4SB,3.3,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,7059.5,521.5,7581.0,7581.0,8624.0,1.1,1.078,8624.0,0.0,1.0,847.14,5466.8768,458.92,6671.28,3.8671163193088827,11.545518240641373,0.11033146422370999,0.11051210355342965,96.75842626736444,288.87834840335455,37.83494290374711,69.27240087978726,2.6681412894093635,2.85828118392492,5.233257534013363,-2.3749763500884433,1.683280273809354,603.1685220746301,5609.191477925369,50.716214562739935,470.78378543726006,653.88473663737,6079.975263362629,18239.925790087887,755.31716576285,7021.54283423715,12.761483853719312,38.10021019411653,4.462663909766277,9629.62379061744,28888.871371852318,1809.5055662238904,152.1486436882198,2808.79420991211,22743.0
320,Night,8,OP,NT,5,NB,5NB,2.0,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,2578.5,436.1,3014.6,3014.6,3886.8,1.1,0.48585,3886.8,0.0,1.0,309.42,1815.2640000000001,348.88000000000005,2411.68,0.7014045899713272,2.1040359604011316,0.12562573886013262,0.1256271637275573,89.83166939509152,269.4722354153184,69.51571566328136,69.99621536980814,0.7762049567035436,1.7143784041181214,1.726228362249096,-0.011849958130974558,0.008359853574367235,228.0438812261998,2041.0361187738,43.8288048812702,392.2711951187298,271.87268610747003,2433.3073138925297,19466.458511140238,359.5302958700104,3217.8497041299893,1.4028091799426543,4.208071920802263,0.9275238722541214,504.33681315705974,4034.694505256478,1824.3510498095984,350.6304390501616,2484.4014888597603,24116.8
321,AM-Early,1,OP,AM,5,NB,5NB,2.0,70,8400.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3,0.3,3.479,0.715,9592.1,757.7,10349.800000000001,10349.800000000001,11865.2,1.1,1.4125238095238095,11865.2,0.0,1.0,1151.052,6752.838400000001,606.1600000000001,8279.840000000002,4.200000062969118,12.600002118532784,0.10425071050992044,0.10279500629689836,81.92237737642543,245.76716976725257,30.146865698172984,67.05798924570028,1.4519638365795746,1.7894959474600458,3.9805133044816814,-2.191017357021636,1.5863593131371774,703.9882011586743,7737.0597988413265,62.31022101692792,695.3897789830721,766.2984221756022,8432.449577824398,8432.449577824398,890.9188642094581,9823.229135790543,8.400000125938236,25.200004237065567,4.883031594130067,7483.718812030972,7483.718812030972,703.9882011586743,62.31022101692792,1917.350422175602,10349.800000000001
322,AM-Peak,2,Peak,AM,5,NB,5NB,2.0,70,6000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.375,0.375,3.479,0.715,7953.5,635.7,8589.2,8589.2,9860.6,1.1,1.6434333333333333,9860.6,0.0,1.0,954.42,5599.264,508.56000000000006,6871.360000000001,5.1499997926186145,15.449995055535771,0.33029349254382984,0.3298721957671349,60.96930791110888,182.90787256267149,16.959964290729587,36.1936516013248,1.1029814533424815,3.315498566483621,7.075486595546235,-3.759988029062614,3.7528406168823647,1849.4004622349348,5149.679537765065,167.75980387933413,467.9401961206659,2017.160266114269,5617.619733885731,11235.239467771462,2352.679873872937,6553.500126127063,10.299999585237229,30.899990111071542,6.0066125339520635,24232.600274864097,48465.20054972819,3698.8009244698696,335.51960775866826,4988.740532228538,17178.4
323,AM-Shoulder,1,OP,AM,5,NB,5NB,2.0,70,5600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.391304347826087,0.391304347826087,3.479,0.715,6377.7,916.9,7294.599999999999,7294.599999999999,9128.4,1.1,1.6300714285714286,9128.4,0.0,1.0,765.324,4489.9008,733.52,5835.68,5.149999963322678,15.449999936835178,0.32349186157539417,0.32322328265256195,55.75748807720731,167.27246473903833,17.021471990332724,48.96561860792073,1.086992783709397,2.4506991520084394,7.049919070933084,-4.5992199189246445,3.734943349653159,1452.4463680808517,4159.929631919148,237.09074229130724,679.8092577086927,1689.5371103721588,4839.738889627841,4839.738889627841,2163.7185949547734,6199.357405045226,10.299999926645356,30.899999873670357,6.595386764434499,22286.30139153889,22286.30139153889,1452.4463680808517,237.09074229130724,2454.8611103721587,7294.599999999999
324,MD,5,OP,MD,5,NB,5NB,2.0,70,6800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.34615384615384615,0.34615384615384615,3.482,0.708,6617.2,618.9,7236.099999999999,7236.099999999999,8473.9,1.1,1.2461617647058822,8473.9,0.0,1.0,794.064,4658.5088,495.12,5788.88,5.149999623872334,15.449991875277181,0.1458374611642575,0.14518764634819104,73.95902729070927,221.87698139785104,25.176125735056093,68.9860314565235,1.9391485772230657,1.7394825802615796,4.7664204279416955,-3.0269378476801156,2.136494299559187,679.3850962033517,5143.750903796647,71.88530745991635,547.0146925400836,751.2704036632681,5690.765596336731,28453.82798168365,895.0410185831008,6784.794981416899,10.299999247744667,30.899983750554362,6.135554367166682,9218.92081223848,46094.6040611924,3396.9254810167586,359.42653729958175,4550.41601831634,36180.5
325,PM-Shoulder,1,OP,PM,5,NB,5NB,2.0,70,5600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.391304347826087,0.391304347826087,3.632,0.592,6499.9,387.2,6887.099999999999,6887.099999999999,7661.5,1.1,1.368125,7661.5,0.0,1.0,779.9879999999999,4575.9295999999995,309.76,5509.68,5.1499977790916605,15.449830161679825,0.21818166960925206,0.2176495717962603,68.13021325537309,204.38848108788815,22.760702923071413,67.22194200207053,1.73254740985349,1.7851314083771015,5.272244904104515,-3.4871134957274137,2.4905714328731605,998.3839601423969,4721.528039857602,67.41913135960958,319.7808686403904,1065.8030915020065,5041.308908497993,5041.308908497993,1200.6413542212256,5680.870645778774,10.299995558183321,30.89966032335965,5.8015306540855445,12366.578613136062,12366.578613136062,998.3839601423969,67.41913135960958,1845.7910915020066,6887.099999999999
