,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,HOV3,Corridor PCE,InScopeLights,InScopeHeavies,InScopeVeh,CaptureRateLights,CaptureRateHeavies,TollLights,TollHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
149,PM-Shoulder,1,OP,PM,3,NB,3NB,3.7,65,9200,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.287642045,3.502,0.592,9051.8,564.5,9616.3,543.108,10745.3,7487.64896,496.76,8462.344,0.108275846,0.116158477,3.763575709,10.14310908,75.79042229,204.2606766,27.28789064,69.50569152,810.7315227,7697.960477,57.70288512,506.7971149,868.4344079,8204.757592,983.8401781,9218.351822,13.92523012,37.52950361,4.187462048,13455.18366,13455.18366,810.7315227,57.70288512,868.4344079,9616.3
150,PM-Peak,3,Peak,PM,3,NB,3NB,3.7,65,9200,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.287642045,3.502,0.592,8615.67,550.515,9166.185,516.9402,10267.215,7126.882224,484.4532,8066.2428,0.107172485,0.116085753,4.096921443,10.94514616,76.52339811,204.4363771,31.59367056,69.63819446,763.8056796,7334.92412,56.23811449,494.2768855,820.0437941,7829.201006,932.520023,8817.754777,15.15860934,40.4970408,4.566568612,13855.70913,41567.12738,2291.417039,168.7143435,2460.131382,27498.555
151,PM-Late,3,OP,NT,3,NB,3NB,3.7,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.506,0.708,4424.6,340.5,4765.1,265.476,5446.1,3660.02912,299.64,4193.288,0.139673024,0.140289117,1.221869778,3.616892655,72.71702396,215.2518006,62.18414976,69.97846248,511.2073346,3647.916665,42.03623108,298.4637689,553.2435657,3946.380434,637.3160278,4543.307972,4.52091818,13.38250282,1.403847015,2873.676514,8621.029541,1533.622004,126.1086933,1659.730697,14295.3
152,Night,8,OP,NT,3,SB,3SB,3.7,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.506,0.708,2287.4,377.9,2665.3,137.244,3421.1,1892.13728,332.552,2345.464,0.146820516,0.146927769,0.726772927,2.174812392,70.37547374,210.5932221,64.82716865,69.99878386,277.8045723,1872.351428,48.86112337,329.0388766,326.6656957,2201.390304,424.3879424,2859.468058,2.689059829,8.04680585,0.943363882,1140.209089,9121.672712,2222.436578,390.888987,2613.325565,21322.4
153,AM-Early,1,OP,AM,3,SB,3SB,3.7,65,8800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.296920821,3.35,0.715,6208.8,513.5,6722.3,372.528,7749.3,5135.91936,451.88,5915.624,0.117689365,0.119162474,1.61236904,4.697519967,68.67461225,200.0784896,52.35319407,69.91456821,604.4430873,5231.828913,53.84713861,459.6528614,658.2902259,5691.481774,765.9845031,6610.787497,5.965765449,17.38082388,1.864729691,4541.873319,4541.873319,604.4430873,53.84713861,658.2902259,6722.3
154,AM-Peak,2,Peak,AM,3,SB,3SB,3.7,65,9600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.27892562,3.35,0.715,7490.28,627.9,8118.18,449.4168,9373.98,6195.959616,552.552,7143.9984,0.125687272,0.116050446,2.374999985,7.124999814,67.78690909,203.3607232,45.32826842,69.67669037,778.7532628,6262.109937,64.1239059,563.7760941,842.8771687,6825.886031,971.1249805,7953.438219,8.787499946,26.36249931,2.736367636,8533.76068,17067.52136,1557.506526,128.2478118,1685.754337,16236.36
155,AM-Shoulder,1,OP,AM,3,SB,3SB,3.7,65,9600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.27892562,3.35,0.715,6284,945.8,7229.8,377.04,9121.4,5198.1248,832.304,6362.224,0.109894168,0.111567144,1.978042821,5.756301915,71.38452854,207.7360985,46.47946478,69.86951772,571.2436026,5335.716397,92.85778029,852.9422197,664.1013829,6188.658617,849.8169435,7894.543057,7.318758437,21.29831708,2.506336786,6158.508385,6158.508385,571.2436026,92.85778029,664.1013829,7229.8
156,MD,5,OP,MD,3,SB,3SB,3.7,65,8800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.296920821,3.353,0.708,8385.1,790.5,9175.6,503.106,10756.6,6936.15472,695.64,8074.528,0.107084146,0.103890999,4.749999984,12.67004645,81.02225821,216.1170061,22.81179211,69.6207517,742.7522038,7139.241796,72.27073439,718.2292656,815.0229382,7857.471062,959.5644069,9293.929593,17.57499994,46.87917188,5.45229626,16441.86212,82209.31058,3713.761019,361.3536719,4075.114691,45878
157,PM-Shoulder,1,OP,PM,3,SB,3SB,3.7,65,8800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.296920821,3.502,0.592,9599.1,598.7,10197.8,575.946,11395.2,7940.37552,526.856,8974.064,0.130519662,0.110815745,4.749999956,13.95898667,71.08951897,208.9131909,19.63945697,68.71945356,1036.375127,7986.778873,58.3839403,540.3160597,1094.759067,8527.094933,1211.526948,9607.727052,17.57499984,51.64825067,5.241118913,21229.72107,21229.72107,1036.375127,58.3839403,1094.759067,10197.8
158,PM-Peak,3,Peak,PM,3,SB,3SB,3.7,65,7200,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340909091,3.502,0.592,9089.22,590.73,9679.95,545.3532,10861.41,7518.602784,519.8424,8518.356,0.2,0.199999999,4.75,13.80942362,57.14276505,166.1281368,16.30714022,63.57515868,1503.720556,7040.146244,103.9684797,486.7615203,1607.689036,7526.907764,1815.625996,8500.430804,17.575,51.09486741,5.335868585,31740.14446,95220.43339,4511.161669,311.9054392,4823.067108,29039.85
159,PM-Late,3,OP,NT,3,SB,3SB,3.7,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.506,0.708,6640.1,511.3,7151.4,398.406,8174,5492.69072,449.944,6293.232,0.13597051,0.126551232,2.374999934,7.124997386,75.55494524,226.6647588,42.33731183,69.793748,746.8439603,5494.85004,56.94096766,454.3590323,803.784928,5949.209072,917.6668633,6857.927137,8.787499757,26.36249033,2.711494738,8063.996829,24191.99049,2240.531881,170.822903,2411.354784,21454.2
160,Night,8,OP,NT,4,NB,4NB,3.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.506,0.708,2321.8,419.3,2741.1,139.308,3579.7,1920.59296,368.984,2412.168,0.145789196,0.145880854,0.757262261,2.266858368,70.58316916,211.290138,64.7719339,69.9985196,280.0017027,1902.490297,53.82770095,365.4722991,333.8294036,2267.962596,441.4848055,2998.907195,2.498965461,7.480632615,1.000674276,1102.379839,8819.038715,2240.013621,430.6216076,2670.635229,21928.8
161,AM-Early,1,OP,AM,4,NB,4NB,3.3,65,10800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.255681818,3.35,0.715,10162.8,840.6,11003.4,609.768,12684.6,8406.66816,739.728,9682.992,0.094148892,0.099290631,4.749999987,11.41733915,91.77466961,220.5942171,25.4592103,69.30412055,791.4784929,8761.553507,73.4480597,767.1519403,864.9265526,9528.705447,1011.822672,11063.00933,15.67499996,37.67721919,5.316178841,15173.74399,15173.74399,791.4784929,73.4480597,864.9265526,11003.4
162,AM-Peak,2,Peak,AM,4,NB,4NB,3.3,65,8800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.296920821,3.35,0.715,9802.905,823.725,10626.63,588.1743,12274.08,8108.963016,724.878,9351.4344,0.172377405,0.155007569,4.749999986,14.2499998,59.95846592,179.8753957,17.08679267,64.18944589,1397.802002,7816.928698,112.3615764,711.3634236,1510.163578,8528.292122,1734.886731,9951.018969,15.67499995,47.02499934,5.456833981,27194.34937,54388.69875,2795.604004,224.7231529,3020.327157,21253.26
163,AM-Shoulder,1,OP,AM,4,NB,4NB,3.3,65,9600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.27892562,3.35,0.715,8218.5,1237.1,9455.6,493.11,11929.8,6798.3432,1088.648,8320.928,0.112870311,0.098714086,4.749999921,14.10184978,76.5676764,227.3149239,21.54259246,69.398055,767.3311132,6958.058887,107.4648918,1129.635108,874.796005,8087.693995,1089.725788,10346.96421,15.67499974,46.53610427,5.89883408,17028.91241,17028.91241,767.3311132,107.4648918,874.796005,9455.6
164,MD,5,OP,MD,4,NB,4NB,3.3,65,8800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.296920821,3.353,0.708,8417.8,808.9,9226.7,505.068,10844.5,6963.20416,711.832,8119.496,0.107836511,0.103733336,4.749999979,13.01527954,78.75012711,215.7799838,22.13992248,69.59719879,750.8876432,7161.844357,73.84070788,735.0592921,824.728351,7896.903649,972.4097668,9367.022233,15.67499993,42.9504225,5.490018305,14941.65335,74708.26677,3754.438216,369.2035394,4123.641755,46133.5
165,PM-Shoulder,1,OP,PM,4,NB,4NB,3.3,65,8800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.296920821,3.502,0.592,9321.4,581.4,9902.8,559.284,11065.6,7710.66208,511.632,8714.464,0.115578132,0.114157611,4.74999997,13.11453907,74.61358778,206.0048039,21.10504661,69.27785984,891.1839218,7870.932078,58.4066866,522.9933134,949.5906084,8393.925392,1066.403982,9439.912018,15.6749999,43.27797894,5.264479589,16497.03124,16497.03124,891.1839218,58.4066866,949.5906084,9902.8
166,PM-Peak,3,Peak,PM,4,NB,4NB,3.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.502,0.592,8873.025,567,9440.025,532.3815,10574.025,7339.76628,498.96,8307.222,0.156842356,0.139151648,4.749999963,14.24999947,63.76046448,191.2813879,20.1514855,68.1946443,1151.186233,7189.457267,69.43110644,497.5688936,1220.617339,7687.026161,1359.479552,8682.163948,15.67499988,47.02499826,5.290378554,21309.84172,63929.52515,3453.558698,208.2933193,3661.852017,28320.075
167,PM-Late,3,OP,NT,4,NB,4NB,3.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.506,0.708,4555.3,350.7,4906,273.318,5607.4,3768.14416,308.616,4317.28,0.138651889,0.139231017,1.264330474,3.74510014,72.9023834,215.9456977,61.65321532,69.97514503,522.4603068,3759.521693,42.96891956,307.7310804,565.4292264,4067.252774,651.3670655,4682.714935,4.172290563,12.35883046,1.452852728,2710.9018,8132.705399,1567.38092,128.9067587,1696.287679,14718
168,Night,8,OP,NT,4,SB,4SB,3.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.506,0.708,2210.7,365.4,2576.1,132.642,3306.9,1828.69104,321.552,2266.968,0.147917363,0.148004806,0.704847808,2.110118299,70.087879,209.8236162,64.85987984,69.99897401,270.4951571,1807.562843,47.59124144,317.8087586,318.0863985,2125.371601,413.2688814,2760.989119,2.325997768,6.963390386,0.915100644,960.5675247,7684.540198,2163.961257,380.7299315,2544.691188,20608.8
169,AM-Early,1,OP,AM,4,SB,4SB,3.3,65,8800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.296920821,3.35,0.715,6002.9,496.5,6499.4,360.174,7492.4,4965.59888,436.92,5719.472,0.119451877,0.120520624,1.492982661,4.37983107,67.77561436,198.8273201,54.37599899,69.92602191,593.1501078,5049.575892,52.65787121,443.8421288,645.807979,5493.418021,751.1237214,6381.102279,4.926842783,14.45344253,1.728370419,3683.444843,3683.444843,593.1501078,52.65787121,645.807979,6499.4
170,AM-Peak,2,Peak,AM,4,SB,4SB,3.3,65,9600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.27892562,3.35,0.715,7243.215,607.11,7850.325,434.5929,9064.545,5991.587448,534.2568,6908.286,0.11835974,0.109623287,2.374999914,7.124990909,69.38701054,208.1607736,47.44144842,69.79286108,709.1627298,6099.45937,58.56698628,548.5430137,767.7297161,6648.002384,884.8636886,7745.088411,7.837499716,23.51247,2.737357462,6935.117201,13870.2344,1418.32546,117.1339726,1535.459432,15700.65
171,AM-Shoulder,1,OP,AM,4,SB,4SB,3.3,65,8800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.296920821,3.35,0.715,6074.8,914.5,6989.3,364.488,8818.3,5025.07456,804.76,6150.584,0.113810456,0.115377881,2.222819093,6.481130373,70.19127128,204.6584814,42.31713427,69.87668812,571.9060252,5138.405975,92.85150317,821.6484968,664.7575284,5960.054472,850.4605348,7603.351465,7.335303009,21.38773023,2.817608301,6180.986889,6180.986889,571.9060252,92.85150317,664.7575284,6989.3
172,MD,5,OP,MD,4,SB,4SB,3.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.353,0.708,8107.4,764.3,8871.7,486.444,10400.3,6706.44128,672.584,7807.096,0.13103211,0.112127909,4.749999915,14.24999748,69.53279606,208.5983549,19.27162969,69.36272381,878.7591529,6742.196847,75.41543769,688.8845623,954.1745906,7431.081409,1105.005466,8808.850534,15.67499972,47.02499167,5.500854614,17320.95981,86604.79903,4393.795765,377.0771885,4770.872953,44358.5
173,PM-Shoulder,1,OP,PM,4,SB,4SB,3.3,65,6400,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.368181818,3.502,0.592,9280.5,578.8,9859.3,556.83,11016.9,7676.8296,509.344,8676.184,0.199999999,0.199999987,4.298785532,12.16826253,58.49764123,165.585059,16.30714022,63.00448473,1535.365915,7188.304085,101.8687931,476.9312069,1637.234708,7665.235292,1840.972294,8619.097706,14.18599226,40.15526635,4.788424629,25871.2575,25871.2575,1535.365915,101.8687931,1637.234708,9859.3
174,PM-Peak,3,Peak,PM,4,SB,4SB,3.3,65,4000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.484449761,3.502,0.592,8787.24,571.2,9358.44,527.2344,10500.84,7268.804928,502.656,8235.4272,0.2,0.199999999,4.749999998,14.02077274,56.18146647,165.8331734,16.30714022,64.66362806,1453.760985,6806.244615,100.5311996,470.6688004,1554.292185,7276.913415,1755.354584,8218.251016,15.67499999,46.26855004,5.349631081,27439.13627,82317.40882,4361.282955,301.5935989,4662.876554,28075.32
175,PM-Late,3,OP,NT,4,SB,4SB,3.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.506,0.708,6421.2,494.3,6915.5,385.272,7904.1,5311.61664,434.984,6085.64,0.12552078,0.122901672,2.374999594,6.969324928,78.13534918,229.2845179,44.45327285,69.87462344,666.7182611,5369.209739,53.46026094,440.8397391,720.178522,5810.049478,827.0990439,6691.728956,7.837498659,22.99877226,2.716045353,6454.923844,19364.77153,2000.154783,160.3807828,2160.535566,20746.5
176,Night,8,OP,NT,5,NB,5NB,2,65,8000,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.532894737,3.506,0.708,2404.4,425.7,2830.1,144.264,3681.5,1808.1088,340.56,2264.08,0.199999952,0.199999734,0.765828146,2.294930438,60.59625948,181.5866929,64.78385176,69.99992187,361.6216736,1898.514326,68.11190957,357.5880904,429.7335832,2256.102417,565.9574024,2971.278598,1.531656292,4.589860877,1.008187787,866.5043008,6932.034406,2892.973389,544.8952765,3437.868666,22640.8
177,AM-Early,1,OP,AM,5,NB,5NB,2,65,8400,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.519230769,3.35,0.715,8944.4,739.7,9684.1,536.664,11163.5,6726.1888,591.76,7747.28,0.199999982,0.199999918,1.899999366,5.699998188,29.43858132,88.31574534,22.14242755,69.92116643,1345.237641,7062.498359,118.3519516,621.3480484,1463.589593,7683.846407,1700.293496,8926.542504,3.799998732,11.39999638,2.207283101,6461.11315,6461.11315,1345.237641,118.3519516,1463.589593,9684.1
178,AM-Peak,2,Peak,AM,5,NB,5NB,2,65,6000,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.613636364,3.35,0.715,7787.325,651.63,8438.955,467.2395,9742.215,5856.0684,521.304,6751.164,0.19999993,0.19999999,1.899998488,5.699999301,18.32334488,54.97007164,16.30714022,69.96526912,1171.213272,6148.872228,104.2607946,547.3692054,1275.474067,6696.241433,1483.995656,7790.979844,3.799996976,11.3999986,2.210621114,5639.179807,11278.35961,2342.426545,208.5215893,2550.948134,16877.91
179,AM-Shoulder,1,OP,AM,5,NB,5NB,2,65,5600,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.6328125,3.35,0.715,5947,895.1,6842.1,356.82,8632.3,4472.144,716.08,5473.68,0.199999921,0.199999902,1.899999355,5.699998778,21.41039232,64.23118499,16.30714022,69.98615487,894.4284486,4695.751551,143.2159299,751.8840701,1037.644379,5447.635621,1324.076238,6951.403762,3.79999871,11.39999756,2.424476201,5031.488202,5031.488202,894.4284486,143.2159299,1037.644379,6842.1
180,MD,5,OP,MD,5,NB,5NB,2,65,6800,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.578571429,3.353,0.708,6170.4,604.2,6774.6,370.224,7983,4640.1408,483.36,5419.68,0.199999851,0.199999722,1.899997618,5.699992823,43.13529127,129.4058731,33.86045557,69.98995389,928.0274701,4872.14853,96.67186559,507.5281344,1024.699336,5379.676664,1218.043067,6394.732933,3.799995237,11.39998565,2.258495583,4628.557846,23142.78923,4640.13735,483.359328,5123.496678,33873
181,PM-Shoulder,1,OP,PM,5,NB,5NB,2,65,5600,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.6328125,3.502,0.592,6061,378,6439,363.66,7195,4557.872,302.4,5151.2,0.199999981,0.199999969,1.89999959,5.699999113,31.01058639,93.03176478,25.19112304,69.99392844,911.5743112,4785.765689,60.47999051,317.5200095,972.0543017,5103.285698,1093.014283,5738.325717,3.799999179,11.39999823,2.136430759,4153.453419,4153.453419,911.5743112,60.47999051,972.0543017,6439
182,PM-Peak,3,Peak,PM,5,NB,5NB,2,65,4800,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.675,3.502,0.592,6200.775,404.145,6604.92,372.0465,7413.21,4662.9828,323.316,5283.936,0.199999966,0.199999933,1.899999221,5.699998332,17.6466942,52.9400888,16.30714022,69.99280997,932.5964015,4896.132098,64.66317822,339.4818218,997.2595798,5235.61392,1126.585936,5914.577564,3.799998443,11.39999666,2.146394468,4281.02489,12843.07467,2797.789205,193.9895347,2991.778739,19814.76
183,PM-Late,3,OP,NT,5,NB,5NB,2,65,8000,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.532894737,3.506,0.708,4833.4,371.8,5205.2,290.004,5948.8,3634.7168,297.44,4164.16,0.199999956,0.199999855,1.259477061,3.75543181,60.93242575,181.6845872,61.35607264,69.99815742,726.9432011,3816.452799,59.48795701,312.312043,786.4311581,4128.764842,905.4070721,4753.388928,2.518954122,7.51086362,1.448278391,2277.942505,6833.827515,2180.829603,178.463871,2359.293474,15615.6
184,Night,8,OP,NT,5,SB,5SB,2,65,8000,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.532894737,3.506,0.708,2345.9,415.4,2761.3,140.754,3592.1,1764.1168,332.32,2209.04,0.199999995,0.199999995,0.752109834,2.253926018,60.5902369,181.5770852,64.81340879,69.99993259,352.8233515,1852.322649,66.46399841,348.9360016,419.2873499,2201.25865,552.2153467,2899.130653,1.504219668,4.507852037,0.990172605,830.3336952,6642.669561,2822.586812,531.7119873,3354.298799,22090.4
185,AM-Early,1,OP,AM,5,SB,5SB,2,65,8000,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.532894737,3.35,0.715,8725.7,721.7,9447.4,523.542,10890.8,6561.7264,577.36,7557.92,0.199999984,0.199999922,1.89999953,5.699998481,26.72887085,80.186611,20.08579915,69.93202945,1312.345174,6889.812826,115.4719547,606.2280453,1427.817129,7496.040871,1658.761038,8708.496962,3.79999906,11.39999696,2.207317112,6303.290362,6303.290362,1312.345174,115.4719547,1427.817129,9447.4
186,AM-Peak,2,Peak,AM,5,SB,5SB,2,65,8000,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.532894737,3.35,0.715,7598.115,635.775,8233.89,455.8869,9505.44,5713.78248,508.62,6587.112,0.199999985,0.199999992,1.899998053,5.699997742,32.77169614,98.3151502,32.68823619,69.97003343,1142.756408,5999.471692,101.7239958,534.0510042,1244.480403,6533.522697,1447.928395,7601.624705,3.799996107,11.39999548,2.21061054,5502.122992,11004.24598,2285.512815,203.4479916,2488.960807,16467.78
187,AM-Shoulder,1,OP,AM,5,SB,5SB,2,65,7200,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.5625,3.35,0.715,5802.3,873.3,6675.6,348.138,8422.2,4363.3296,698.64,5340.48,0.199999931,0.199999943,1.899995717,5.699992854,42.84065012,128.5220789,34.21083629,69.98805718,872.6656178,4581.496382,139.72796,733.57204,1012.393578,5315.068422,1291.849498,6782.212502,3.799991435,11.39998571,2.424461557,4909.01862,4909.01862,872.6656178,139.72796,1012.393578,6675.6
188,MD,5,OP,MD,5,SB,5SB,2,65,6400,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.595588235,3.353,0.708,6019.4,589.5,6608.9,361.164,7787.9,4526.5888,471.6,5287.12,0.19999991,0.19999992,1.899998585,5.699997036,38.49894101,115.496849,30.36587994,69.99134009,905.3173539,4752.918646,94.3199625,495.1800375,999.6373164,5248.098684,1188.277241,6238.458759,3.799997169,11.39999407,2.258544335,4515.450395,22577.25198,4526.586769,471.5998125,4998.186582,33044.5
189,PM-Shoulder,1,OP,PM,5,SB,5SB,2,65,6400,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.595588235,3.502,0.592,5913.2,368.8,6282,354.792,7019.6,4446.7264,295.04,5025.6,0.199999828,0.199999066,1.899999791,5.699992001,48.78867507,146.3658359,40.33247195,69.99476415,889.344513,4669.063487,59.00772434,309.7922757,948.3522373,4978.855763,1066.367686,5598.440314,3.799999581,11.399984,2.136440307,4052.195891,4052.195891,889.344513,59.00772434,948.3522373,6282
190,PM-Peak,3,Peak,PM,5,SB,5SB,2,65,6400,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.595588235,3.502,0.592,6050.31,394.38,6444.69,363.0186,7233.45,4549.83312,315.504,5155.752,0.199999938,0.199999887,1.899999504,5.699998433,34.63972399,103.9191705,37.52310265,69.99379473,909.9663421,4777.325058,63.10076433,331.2792357,973.0671064,5108.604294,1099.268635,5771.162765,3.799999009,11.39999687,2.146419135,4177.219713,12531.65914,2729.899026,189.302293,2919.201319,19334.07
191,PM-Late,3,OP,NT,5,SB,5SB,2,65,8000,1,6,70,7200,1,6,2040,0.5,0,3.8000000000000003,1.9000000000000001,0.2,0.532894737,3.506,0.708,4714.8,362.7,5077.5,282.888,5802.9,3545.5296,290.16,4062,0.199999991,0.199999959,1.228740805,3.664885853,60.90884221,181.6688705,61.83592193,69.99841249,709.1058892,3722.806111,58.03198809,304.6680119,767.1378773,4027.474123,883.2018535,4636.810146,2.45748161,7.329771705,1.413028851,2167.975906,6503.927719,2127.317668,174.0959643,2301.413632,15232.5
192,Night,8,OP,NT,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.349137931,3.506,0.708,1685.1,298.5,1983.6,101.106,2580.6,1267.1952,238.8,1586.88,0.169750272,0.169766751,0.554994211,1.664272663,65.56608864,196.6143915,64.96950947,69.99972736,215.1067297,1368.88727,40.54030011,257.9596999,255.6470298,1626.84697,336.7276301,2142.76637,0.721492474,2.163554463,0.730902694,242.9090338,1943.27227,1720.853838,324.3224009,2045.176239,15868.8
193,AM-Early,1,OP,AM,6,NB,6NB,1.3,65,9200,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.31640625,3.35,0.715,6270.5,518.6,6789.1,376.23,7826.3,4715.416,414.88,5431.28,0.127581192,0.127914362,1.422003533,4.232641146,64.87449056,193.1010942,54.23100021,69.91528697,601.5983939,5292.671606,53.06911041,465.5308896,654.6675044,5758.202496,760.8057252,6689.264275,1.848604592,5.50243349,1.649841384,1404.126804,1404.126804,601.5983939,53.06911041,654.6675044,6789.1
194,AM-Peak,2,Peak,AM,6,NB,6NB,1.3,65,9600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.306818182,3.35,0.715,5460,456.855,5916.855,327.6,6830.565,4105.92,365.484,4733.484,0.122430499,0.122748813,1.569487694,4.672564168,66.03209258,196.5859248,60.7543701,69.96843792,502.6898359,4629.710164,44.86272706,411.9922729,547.552563,5041.702437,637.2780171,5865.686983,2.040334002,6.074333418,1.823732642,1298.166327,2596.332654,1005.379672,89.72545412,1095.105126,11833.71
195,AM-Shoulder,1,OP,AM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.349137931,3.35,0.715,4169.6,627.6,4797.2,250.176,6052.4,3135.5392,502.08,3837.76,0.145744173,0.145867721,1.148468845,3.43556866,60.86780711,182.0820229,59.68213184,69.97545307,456.986567,3462.437433,73.23726521,554.3627348,530.2238322,4016.800168,676.6983626,5125.525637,1.493009499,4.466239258,1.464374932,1009.380434,1009.380434,456.986567,73.23726521,530.2238322,4797.2
196,MD,5,OP,MD,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.349137931,3.353,0.708,4326.7,423.6,4750.3,259.602,5597.5,3253.6784,338.88,3800.24,0.143252332,0.143385923,0.991657639,2.96540237,61.04155678,182.5355547,61.52286579,69.98277473,466.0970192,3601.000981,48.59062169,375.0093783,514.6876409,3976.010359,611.8688843,4726.029116,1.28915493,3.855023081,1.177994896,788.1892385,3940.946193,2330.485096,242.9531085,2573.438205,23751.5
197,PM-Shoulder,1,OP,PM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.349137931,3.502,0.592,4249.6,265,4514.6,254.976,5044.6,3195.6992,212,3611.68,0.167284683,0.167312762,0.878263743,2.629729972,58.88174947,176.3059247,63.31899328,69.97918696,534.5915275,3460.032473,35.47030555,229.5296944,570.061833,3689.562167,641.0024441,4148.621556,1.141742866,3.418648964,0.987243224,731.6265862,731.6265862,534.5915275,35.47030555,570.061833,4514.6
198,PM-Peak,3,Peak,PM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.349137931,3.502,0.592,4347.315,283.395,4630.71,260.8389,5197.5,3269.18088,226.716,3704.568,0.154776824,0.154840339,1.313334863,3.928008512,60.77334339,181.7649229,62.86134043,69.98240196,505.9934338,3580.482666,35.10478222,248.2902178,541.098216,3828.772884,611.3077804,4325.35332,1.707335322,5.106411065,1.482966819,1043.15991,3129.479731,1517.980301,105.3143466,1623.294648,13892.13
